,interaction_id,betti_number,birth,death,lifespan,vertices,vertices_set
62,62,1,0.6916175484657288,0.7740892171859741,0.08247166872024536,"[52, 58, 60, 61, 64, 66, 68, 72, 76, 78, 85, 488]","[['CREBBP', 'EP300'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDKN2B', 'CDKN2A'], ['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['CDK6', 'E2F3'], ['COL4A2', 'DAPK3'], ['COL4A4', 'DAPK1'], ['COL4A2', 'CDKN2B']]"
63,63,1,0.6938140988349915,0.7476460337638855,0.05383193492889404,"[58, 59, 60, 61, 64, 69, 76, 85, 111, 384, 493]","[['E2F3', 'CDKN2A'], ['APC2', 'DCC'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CREBBP', 'DCC'], ['CKS1B', 'EGLN2'], ['APC2', 'EGLN2']]"
64,64,1,0.6941227316856384,0.741997480392456,0.04787474870681763,"[52, 58, 60, 61, 64, 69, 76, 85, 384, 494]","[['CREBBP', 'EP300'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CKS1B', 'EGLN2'], ['EP300', 'EGLN2']]"
65,65,1,0.7066841721534729,0.72953861951828,0.02285444736480713,"[52, 55, 58, 60, 61, 64, 68, 69, 76, 79, 85, 385, 600]","[['CREBBP', 'EP300'], ['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['EP300', 'CHUK'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['CTBP1', 'CHUK'], ['COL4A4', 'DAPK1'], ['CTBP1', 'CTNNB1'], ['E2F1', 'CTNNB1']]"
66,66,1,0.7113089561462402,0.7355789542198181,0.02426999807357788,"[52, 60, 61, 64, 68, 72, 76, 85, 109, 315, 637]","[['CREBBP', 'EP300'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['DVL1', 'DAPK3'], ['CTNNA1', 'E2F3'], ['CTNNA1', 'DVL1']]"
67,67,1,0.713054895401001,0.7161264419555664,0.0030715465545654297,"[52, 55, 58, 60, 61, 64, 67, 68, 69, 72, 76, 78, 85, 110, 639]","[['CREBBP', 'EP300'], ['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['E2F1', 'CDK2'], ['EP300', 'CHUK'], ['CDKN2A', 'CKS1B'], ['DAPK3', 'CHUK'], ['CDK6', 'E2F3'], ['COL4A2', 'DAPK3'], ['COL4A4', 'DAPK1'], ['CDK2', 'DVL3'], ['COL4A2', 'DVL3']]"
68,68,1,0.7133820652961731,0.7152989506721497,0.0019168853759765625,"[52, 348, 607, 644]","[['CREBBP', 'EP300'], ['EP300', 'CEBPA'], ['CDKN1A', 'CEBPA'], ['CREBBP', 'CDKN1A']]"
69,69,1,0.7147434949874878,0.7733256816864014,0.058582186698913574,"[52, 60, 61, 64, 85, 128, 201, 454, 656]","[['CREBBP', 'EP300'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['COL4A4', 'DAPK1'], ['CDK6', 'AKT3'], ['AKT3', 'AKT1'], ['ERBB2', 'AKT1'], ['EP300', 'ERBB2']]"
70,70,1,0.7157477140426636,0.718239963054657,0.002492249011993408,"[55, 58, 60, 61, 64, 69, 76, 85, 706]","[['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CREBBP', 'E2F1']]"
71,71,1,0.7211506962776184,0.7296441793441772,0.008493483066558838,"[51, 52, 61, 65, 68, 72, 78, 298, 751]","[['COL4A2', 'COL4A1'], ['CREBBP', 'EP300'], ['CREBBP', 'CSF2RA'], ['CSF1R', 'CSF2RA'], ['EP300', 'CHUK'], ['DAPK3', 'CHUK'], ['COL4A2', 'DAPK3'], ['EPAS1', 'CSF1R'], ['EPAS1', 'COL4A1']]"
72,72,1,0.7316286563873291,0.7476460337638855,0.016017377376556396,"[59, 60, 61, 64, 85, 111, 128, 201, 891]","[['APC2', 'DCC'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['COL4A4', 'DAPK1'], ['CREBBP', 'DCC'], ['CDK6', 'AKT3'], ['AKT3', 'AKT1'], ['APC2', 'AKT1']]"
73,73,1,0.735127329826355,0.741997480392456,0.006870150566101074,"[52, 60, 61, 64, 76, 85, 248, 915]","[['CREBBP', 'EP300'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['RALBP1', 'E2F3'], ['RALBP1', 'EP300']]"
74,74,1,0.7451973557472229,0.766272246837616,0.021074891090393066,"[60, 61, 64, 85, 111, 128, 1134]","[['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['COL4A4', 'DAPK1'], ['CREBBP', 'DCC'], ['CDK6', 'AKT3'], ['AKT3', 'DCC']]"
75,75,1,0.7494214177131653,0.7858684659004211,0.03644704818725586,"[51, 52, 58, 60, 61, 64, 68, 69, 72, 76, 78, 85, 384, 1051, 1230]","[['COL4A2', 'COL4A1'], ['CREBBP', 'EP300'], ['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['EP300', 'CHUK'], ['CDKN2A', 'CKS1B'], ['DAPK3', 'CHUK'], ['CDK6', 'E2F3'], ['COL4A2', 'DAPK3'], ['COL4A4', 'DAPK1'], ['CKS1B', 'EGLN2'], ['CDKN1B', 'EGLN2'], ['CDKN1B', 'COL4A1']]"
76,76,1,0.7585698366165161,0.7824888229370117,0.023918986320495605,"[64, 85, 128, 201, 965, 1417]","[['CDK6', 'DAPK1'], ['COL4A4', 'DAPK1'], ['CDK6', 'AKT3'], ['AKT3', 'AKT1'], ['COL4A4', 'CTBP2'], ['AKT1', 'CTBP2']]"
77,77,1,0.7647626399993896,0.7956745028495789,0.03091186285018921,"[64, 76, 125, 248, 762, 1600]","[['CDK6', 'DAPK1'], ['CDK6', 'E2F3'], ['EGFR', 'DAPK1'], ['RALBP1', 'E2F3'], ['EGLN3', 'EGFR'], ['RALBP1', 'EGLN3']]"
78,78,1,0.7706301212310791,0.8099563717842102,0.039326250553131104,"[55, 58, 64, 67, 69, 76, 85, 110, 965, 1859]","[['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['CDK6', 'DAPK1'], ['E2F1', 'CDK2'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CDK2', 'DVL3'], ['COL4A4', 'CTBP2'], ['DVL3', 'CTBP2']]"
79,79,1,0.7761436104774475,0.7795779705047607,0.0034343600273132324,"[52, 60, 61, 64, 76, 85, 315, 348, 607, 2135]","[['CREBBP', 'EP300'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CTNNA1', 'E2F3'], ['EP300', 'CEBPA'], ['CDKN1A', 'CEBPA'], ['CTNNA1', 'CDKN1A']]"
80,80,1,0.7797021865844727,0.7963351607322693,0.01663297414779663,"[55, 58, 69, 315, 914, 2285]","[['E2F1', 'CKS1B'], ['E2F3', 'CDKN2A'], ['CDKN2A', 'CKS1B'], ['CTNNA1', 'E2F3'], ['CTNNA1', 'COL4A6'], ['E2F1', 'COL4A6']]"
81,81,1,0.7835460305213928,0.7858684659004211,0.0023224353790283203,"[58, 69, 248, 384, 1051, 2425]","[['E2F3', 'CDKN2A'], ['CDKN2A', 'CKS1B'], ['RALBP1', 'E2F3'], ['CKS1B', 'EGLN2'], ['CDKN1B', 'EGLN2'], ['RALBP1', 'CDKN1B']]"
82,82,1,0.7851164937019348,0.8074856400489807,0.0223691463470459,"[58, 60, 64, 65, 69, 76, 85, 298, 384, 707, 2633]","[['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CSF1R', 'CSF2RA'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['EPAS1', 'CSF1R'], ['CKS1B', 'EGLN2'], ['EPAS1', 'CSF3R'], ['CSF3R', 'EGLN2']]"
83,83,1,0.8022692799568176,0.8074856400489807,0.005216360092163086,"[58, 60, 64, 65, 66, 76, 85, 298, 707, 4130]","[['E2F3', 'CDKN2A'], ['COL4A4', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CSF1R', 'CSF2RA'], ['CDKN2B', 'CDKN2A'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['EPAS1', 'CSF1R'], ['EPAS1', 'CSF3R'], ['CSF3R', 'CDKN2B']]"
84,84,1,0.8071940541267395,0.8198102116584778,0.012616157531738281,"[58, 64, 69, 76, 85, 384, 965, 1101, 4856]","[['E2F3', 'CDKN2A'], ['CDK6', 'DAPK1'], ['CDKN2A', 'CKS1B'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CKS1B', 'EGLN2'], ['COL4A4', 'CTBP2'], ['PIAS3', 'CTBP2'], ['PIAS3', 'EGLN2']]"
85,85,1,0.825233519077301,0.8421706557273865,0.01693713665008545,"[53, 60, 61, 64, 76, 85, 111, 315, 914, 9794]","[['CTNNA2', 'DCC'], ['COL4A4', 'CSF2RA'], ['CREBBP', 'CSF2RA'], ['CDK6', 'DAPK1'], ['CDK6', 'E2F3'], ['COL4A4', 'DAPK1'], ['CREBBP', 'DCC'], ['CTNNA1', 'E2F3'], ['CTNNA1', 'COL4A6'], ['CTNNA2', 'COL4A6']]"
86,86,2,0.7342143058776855,0.7880645990371704,0.05385029315948486,"[63, 113, 130, 162, 232, 289, 382, 496, 606, 623, 626, 633, 634, 646, 669, 700, 867, 872, 878, 881, 912, 913]","[['CREBBP', 'EP300', 'CSF2RA'], ['COL4A4', 'EP300', 'CSF2RA'], ['CREBBP', 'COL4A4', 'EP300'], ['CDK6', 'AKT3', 'DAPK1'], ['CDK6', 'CDKN2B', 'DAPK1'], ['COL4A4', 'AKT3', 'DAPK1'], ['EPAS1', 'CSF1R', 'CSF2RA'], ['E2F2', 'CDK6', 'CDKN2B'], ['COL4A4', 'CSF1R', 'CSF2RA'], ['CREBBP', 'LAMC3', 'CSF2RA'], ['LAMC3', 'EPAS1', 'CSF2RA'], ['COL4A4', 'EPAS1', 'AKT3'], ['COL4A4', 'EPAS1', 'CSF1R'], ['E2F2', 'CDK6', 'AKT3'], ['CREBBP', 'COL4A4', 'DAPK1'], ['E2F2', 'E2F1', 'CDKN2B'], ['CREBBP', 'LAMC3', 'EPAS1'], ['CREBBP', 'E2F1', 'EPAS1'], ['E2F2', 'E2F1', 'EPAS1'], ['E2F2', 'EPAS1', 'AKT3'], ['CREBBP', 'E2F1', 'CDKN2B'], ['CREBBP', 'CDKN2B', 'DAPK1']]"
87,87,2,0.7393522262573242,0.7728965282440186,0.033544301986694336,"[63, 113, 130, 382, 492, 604, 606, 623, 626, 669, 808, 850, 1002, 1005]","[['CREBBP', 'EP300', 'CSF2RA'], ['COL4A4', 'EP300', 'CSF2RA'], ['CREBBP', 'COL4A4', 'EP300'], ['EPAS1', 'CSF1R', 'CSF2RA'], ['CREBBP', 'LAMC3', 'DAPK3'], ['LAMC3', 'EPAS1', 'CSF1R'], ['COL4A4', 'CSF1R', 'CSF2RA'], ['CREBBP', 'LAMC3', 'CSF2RA'], ['LAMC3', 'EPAS1', 'CSF2RA'], ['CREBBP', 'COL4A4', 'DAPK1'], ['COL4A4', 'CSF1R', 'DAPK1'], ['LAMC3', 'DAPK3', 'CSF1R'], ['CREBBP', 'DAPK3', 'DAPK1'], ['DAPK3', 'CSF1R', 'DAPK1']]"
88,88,2,0.744883120059967,0.7621826529502869,0.017299532890319824,"[63, 113, 130, 144, 162, 289, 359, 382, 396, 606, 623, 626, 633, 634, 646, 669, 725, 726, 738, 854, 855, 867, 872, 878, 881, 1023, 1109, 1110]","[['CREBBP', 'EP300', 'CSF2RA'], ['COL4A4', 'EP300', 'CSF2RA'], ['CREBBP', 'COL4A4', 'EP300'], ['E2F2', 'CDK6', 'DAPK1'], ['CDK6', 'AKT3', 'DAPK1'], ['COL4A4', 'AKT3', 'DAPK1'], ['E2F2', 'E2F1', 'DVL1'], ['EPAS1', 'CSF1R', 'CSF2RA'], ['E2F2', 'DVL1', 'CKS1B'], ['COL4A4', 'CSF1R', 'CSF2RA'], ['CREBBP', 'LAMC3', 'CSF2RA'], ['LAMC3', 'EPAS1', 'CSF2RA'], ['COL4A4', 'EPAS1', 'AKT3'], ['COL4A4', 'EPAS1', 'CSF1R'], ['E2F2', 'CDK6', 'AKT3'], ['CREBBP', 'COL4A4', 'DAPK1'], ['CREBBP', 'EP300', 'CTNNB1'], ['CREBBP', 'E2F1', 'CTNNB1'], ['CREBBP', 'EP300', 'DAPK1'], ['EP300', 'DVL1', 'CTNNB1'], ['E2F1', 'DVL1', 'CTNNB1'], ['CREBBP', 'LAMC3', 'EPAS1'], ['CREBBP', 'E2F1', 'EPAS1'], ['E2F2', 'E2F1', 'EPAS1'], ['E2F2', 'EPAS1', 'AKT3'], ['EP300', 'DVL1', 'CKS1B'], ['E2F2', 'CKS1B', 'DAPK1'], ['EP300', 'CKS1B', 'DAPK1']]"
89,89,2,0.75003981590271,0.7604940533638,0.010454237461090088,"[359, 396, 725, 726, 854, 855, 893, 962, 989, 1007, 1022, 1023, 1232, 1235]","[['E2F2', 'E2F1', 'DVL1'], ['E2F2', 'DVL1', 'CKS1B'], ['CREBBP', 'EP300', 'CTNNB1'], ['CREBBP', 'E2F1', 'CTNNB1'], ['EP300', 'DVL1', 'CTNNB1'], ['E2F1', 'DVL1', 'CTNNB1'], ['E2F2', 'RALBP1', 'CKS1B'], ['CREBBP', 'CRKL', 'EP300'], ['E2F2', 'RALBP1', 'E2F1'], ['RALBP1', 'CRKL', 'EP300'], ['RALBP1', 'EP300', 'CKS1B'], ['EP300', 'DVL1', 'CKS1B'], ['CREBBP', 'RALBP1', 'CRKL'], ['CREBBP', 'RALBP1', 'E2F1']]"
90,90,2,0.7500635981559753,0.7625183463096619,0.012454748153686523,"[57, 152, 333, 543, 581, 893, 962, 1007, 1022, 1024, 1048, 1232, 1240, 1255]","[['E2F2', 'E2F1', 'CKS1B'], ['E2F1', 'CDK4', 'CKS1B'], ['E2F2', 'E2F1', 'CDK4'], ['CDK4', 'CKS1B', 'EGLN2'], ['CREBBP', 'EP300', 'EGLN2'], ['E2F2', 'RALBP1', 'CKS1B'], ['CREBBP', 'CRKL', 'EP300'], ['RALBP1', 'CRKL', 'EP300'], ['RALBP1', 'EP300', 'CKS1B'], ['EP300', 'CKS1B', 'EGLN2'], ['E2F2', 'CDK4', 'EGLN2'], ['CREBBP', 'RALBP1', 'CRKL'], ['CREBBP', 'E2F2', 'RALBP1'], ['CREBBP', 'E2F2', 'EGLN2']]"
91,91,2,0.7520793080329895,0.7621826529502869,0.010103344917297363,"[359, 396, 730, 893, 989, 1009, 1022, 1023, 1273, 1274]","[['E2F2', 'E2F1', 'DVL1'], ['E2F2', 'DVL1', 'CKS1B'], ['DVL2', 'E2F1', 'DVL1'], ['E2F2', 'RALBP1', 'CKS1B'], ['E2F2', 'RALBP1', 'E2F1'], ['DVL2', 'EP300', 'DVL1'], ['RALBP1', 'EP300', 'CKS1B'], ['EP300', 'DVL1', 'CKS1B'], ['DVL2', 'RALBP1', 'EP300'], ['DVL2', 'RALBP1', 'E2F1']]"
92,92,2,0.7521876692771912,0.7621826529502869,0.009994983673095703,"[359, 396, 590, 725, 726, 753, 854, 855, 867, 872, 878, 1023, 1285, 1286]","[['E2F2', 'E2F1', 'DVL1'], ['E2F2', 'DVL1', 'CKS1B'], ['CREBBP', 'LAMC3', 'EP300'], ['CREBBP', 'EP300', 'CTNNB1'], ['CREBBP', 'E2F1', 'CTNNB1'], ['LAMC3', 'EP300', 'EPAS1'], ['EP300', 'DVL1', 'CTNNB1'], ['E2F1', 'DVL1', 'CTNNB1'], ['CREBBP', 'LAMC3', 'EPAS1'], ['CREBBP', 'E2F1', 'EPAS1'], ['E2F2', 'E2F1', 'EPAS1'], ['EP300', 'DVL1', 'CKS1B'], ['E2F2', 'EPAS1', 'CKS1B'], ['EP300', 'EPAS1', 'CKS1B']]"
93,93,2,0.7558992505073547,0.8027538657188416,0.046854615211486816,"[92, 204, 357, 359, 396, 431, 526, 547, 583, 831, 893, 931, 932, 1000, 1009, 1022, 1023, 1222, 1223, 1273, 1373, 1374]","[['E2F2', 'E2F1', 'CDKN2A'], ['E2F2', 'CDK6', 'CDKN2A'], ['E2F1', 'DVL1', 'CDKN2A'], ['E2F2', 'E2F1', 'DVL1'], ['E2F2', 'DVL1', 'CKS1B'], ['COL4A4', 'CDK6', 'E2F3'], ['CTNNA1', 'COL4A4', 'E2F3'], ['RALBP1', 'CDK6', 'E2F3'], ['E2F2', 'RALBP1', 'CDK6'], ['CTNNA1', 'COL4A4', 'CDK6'], ['E2F2', 'RALBP1', 'CKS1B'], ['CTNNA1', 'CDK6', 'CDKN2A'], ['CTNNA1', 'DVL1', 'CDKN2A'], ['RALBP1', 'E2F3', 'AKT1'], ['DVL2', 'EP300', 'DVL1'], ['RALBP1', 'EP300', 'CKS1B'], ['EP300', 'DVL1', 'CKS1B'], ['CTNNA1', 'DVL1', 'AKT1'], ['CTNNA1', 'E2F3', 'AKT1'], ['DVL2', 'RALBP1', 'EP300'], ['DVL2', 'RALBP1', 'AKT1'], ['DVL2', 'DVL1', 'AKT1']]"
94,94,2,0.757162868976593,0.7921484708786011,0.03498560190200806,"[143, 262, 301, 359, 396, 547, 583, 730, 759, 893, 1000, 1009, 1022, 1023, 1273, 1373, 1381, 1382]","[['E2F2', 'CDK6', 'E2F3'], ['E2F2', 'E2F1', 'E2F3'], ['E2F1', 'E2F3', 'CDK4'], ['E2F2', 'E2F1', 'DVL1'], ['E2F2', 'DVL1', 'CKS1B'], ['RALBP1', 'CDK6', 'E2F3'], ['E2F2', 'RALBP1', 'CDK6'], ['DVL2', 'E2F1', 'DVL1'], ['DVL2', 'E2F1', 'CDK4'], ['E2F2', 'RALBP1', 'CKS1B'], ['RALBP1', 'E2F3', 'AKT1'], ['DVL2', 'EP300', 'DVL1'], ['RALBP1', 'EP300', 'CKS1B'], ['EP300', 'DVL1', 'CKS1B'], ['DVL2', 'RALBP1', 'EP300'], ['DVL2', 'RALBP1', 'AKT1'], ['DVL2', 'CDK4', 'AKT1'], ['E2F3', 'CDK4', 'AKT1']]"
