interaction_id,betti_number,birth,death,lifespan,birth_nodes,death_nodes,birth_geneset,death_geneset,geneset
105,1,-0.16133586919832335,-0.051778766248361946,0.1095571029499614,"[6, 2, 1]","[18, 7, 6, 1]","['MSX2', 'TGM1', 'TF']","['SCN5A', 'KRT17', 'MSX2', 'TF']","['MSX2', 'TGM1', 'TF', 'SCN5A', 'KRT17', 'MSX2', 'TF']"
106,1,-0.2074071279933241,-0.09869371298341603,0.10871341500990805,"[10, 3, 0]","[18, 10, 4, 1]","['SPINK5', 'CAPS', 'LRP2']","['SCN5A', 'SPINK5', 'ELAPOR1', 'TF']","['SPINK5', 'CAPS', 'LRP2', 'SCN5A', 'SPINK5', 'ELAPOR1', 'TF']"
107,1,-0.18704919319413676,-0.0883635612218241,0.09868563197231267,"[10, 9, 1]","[18, 10, 9, 1]","['SPINK5', 'CCNA1', 'TF']","['SCN5A', 'SPINK5', 'CCNA1', 'TF']","['SPINK5', 'CCNA1', 'TF', 'SCN5A', 'SPINK5', 'CCNA1', 'TF']"
108,1,-0.1502044653142099,-0.051778766248361946,0.09842569906584794,"[11, 3, 0]","[18, 11, 4, 1]","['S100A8', 'CAPS', 'LRP2']","['SCN5A', 'S100A8', 'ELAPOR1', 'TF']","['S100A8', 'CAPS', 'LRP2', 'SCN5A', 'S100A8', 'ELAPOR1', 'TF']"
109,1,-0.18309448529235062,-0.0921420308164085,0.09095245447594212,"[11, 6, 0]","[18, 11, 6, 1]","['S100A8', 'MSX2', 'LRP2']","['SCN5A', 'S100A8', 'MSX2', 'TF']","['S100A8', 'MSX2', 'LRP2', 'SCN5A', 'S100A8', 'MSX2', 'TF']"
110,1,-0.18709730381541367,-0.09667385804322154,0.09042344577219213,"[12, 2, 1]","[18, 12, 7, 1]","['ATP6V1C2', 'TGM1', 'TF']","['SCN5A', 'ATP6V1C2', 'KRT17', 'TF']","['ATP6V1C2', 'TGM1', 'TF', 'SCN5A', 'ATP6V1C2', 'KRT17', 'TF']"
111,1,-0.17944230605079475,-0.0917450343790659,0.08769727167172885,"[12, 10, 1]","[18, 12, 10, 1]","['ATP6V1C2', 'SPINK5', 'TF']","['SCN5A', 'ATP6V1C2', 'SPINK5', 'TF']","['ATP6V1C2', 'SPINK5', 'TF', 'SCN5A', 'ATP6V1C2', 'SPINK5', 'TF']"
112,1,-0.1916694266327787,-0.10411122676409866,0.08755819986868003,"[12, 11, 0]","[18, 12, 11, 1]","['ATP6V1C2', 'S100A8', 'LRP2']","['SCN5A', 'ATP6V1C2', 'S100A8', 'TF']","['ATP6V1C2', 'S100A8', 'LRP2', 'SCN5A', 'ATP6V1C2', 'S100A8', 'TF']"
113,1,-0.18174324313381876,-0.09664518399662002,0.08509805913719874,"[13, 2, 1]","[18, 13, 7, 1]","['MSX1', 'TGM1', 'TF']","['SCN5A', 'MSX1', 'KRT17', 'TF']","['MSX1', 'TGM1', 'TF', 'SCN5A', 'MSX1', 'KRT17', 'TF']"
114,1,-0.18238992752987349,-0.09869371298341603,0.08369621454645745,"[13, 7, 1]","[18, 13, 10, 1]","['MSX1', 'KRT17', 'TF']","['SCN5A', 'MSX1', 'SPINK5', 'TF']","['MSX1', 'KRT17', 'TF', 'SCN5A', 'MSX1', 'SPINK5', 'TF']"
115,1,-0.1348789598356146,-0.051778766248361946,0.08310019358725265,"[13, 11, 1]","[18, 13, 11, 1]","['MSX1', 'S100A8', 'TF']","['SCN5A', 'MSX1', 'S100A8', 'TF']","['MSX1', 'S100A8', 'TF', 'SCN5A', 'MSX1', 'S100A8', 'TF']"
116,1,-0.16441058249760165,-0.0883635612218241,0.07604702127577756,"[14, 3, 0]","[18, 14, 4, 1]","['S100A9', 'CAPS', 'LRP2']","['SCN5A', 'S100A9', 'ELAPOR1', 'TF']","['S100A9', 'CAPS', 'LRP2', 'SCN5A', 'S100A9', 'ELAPOR1', 'TF']"
117,1,-0.1737275874558013,-0.09973203167477726,0.07399555578102404,"[14, 6, 0]","[18, 14, 6, 1]","['S100A9', 'MSX2', 'LRP2']","['SCN5A', 'S100A9', 'MSX2', 'TF']","['S100A9', 'MSX2', 'LRP2', 'SCN5A', 'S100A9', 'MSX2', 'TF']"
118,1,-0.1727746188888836,-0.09973203167477726,0.07304258721410634,"[14, 12, 0]","[18, 14, 12, 1]","['S100A9', 'ATP6V1C2', 'LRP2']","['SCN5A', 'S100A9', 'ATP6V1C2', 'TF']","['S100A9', 'ATP6V1C2', 'LRP2', 'SCN5A', 'S100A9', 'ATP6V1C2', 'TF']"
119,1,-0.11973880364783314,-0.04879433655047652,0.07094446709735662,"[14, 13, 1]","[18, 14, 13, 1]","['S100A9', 'MSX1', 'TF']","['SCN5A', 'S100A9', 'MSX1', 'TF']","['S100A9', 'MSX1', 'TF', 'SCN5A', 'S100A9', 'MSX1', 'TF']"
120,1,-0.16260073075234585,-0.09217579279963797,0.07042493795270788,"[15, 4, 0]","[18, 15, 4, 1]","['DES', 'ELAPOR1', 'LRP2']","['SCN5A', 'DES', 'ELAPOR1', 'TF']","['DES', 'ELAPOR1', 'LRP2', 'SCN5A', 'DES', 'ELAPOR1', 'TF']"
121,1,-0.16358951312336076,-0.09664518399662002,0.06694432912674074,"[15, 6, 0]","[18, 15, 6, 1]","['DES', 'MSX2', 'LRP2']","['SCN5A', 'DES', 'MSX2', 'TF']","['DES', 'MSX2', 'LRP2', 'SCN5A', 'DES', 'MSX2', 'TF']"
122,1,-0.16339992209126084,-0.09667385804322154,0.0667260640480393,"[15, 12, 0]","[18, 15, 12, 1]","['DES', 'ATP6V1C2', 'LRP2']","['SCN5A', 'DES', 'ATP6V1C2', 'TF']","['DES', 'ATP6V1C2', 'LRP2', 'SCN5A', 'DES', 'ATP6V1C2', 'TF']"
123,1,-0.1646880558340075,-0.09869371298341603,0.06599434285059147,"[15, 13, 0]","[18, 15, 13, 1]","['DES', 'MSX1', 'LRP2']","['SCN5A', 'DES', 'MSX1', 'TF']","['DES', 'MSX1', 'LRP2', 'SCN5A', 'DES', 'MSX1', 'TF']"
124,1,-0.15317027108389922,-0.0917450343790659,0.06142523670483331,"[17, 4, 1]","[18, 17, 4, 1]","['HEPHL1', 'ELAPOR1', 'TF']","['SCN5A', 'HEPHL1', 'ELAPOR1', 'TF']","['HEPHL1', 'ELAPOR1', 'TF', 'SCN5A', 'HEPHL1', 'ELAPOR1', 'TF']"
125,1,-0.16444329315778455,-0.10411122676409866,0.06033206639368589,"[17, 6, 1]","[18, 17, 6, 1]","['HEPHL1', 'MSX2', 'TF']","['SCN5A', 'HEPHL1', 'MSX2', 'TF']","['HEPHL1', 'MSX2', 'TF', 'SCN5A', 'HEPHL1', 'MSX2', 'TF']"
126,1,-0.17974721415476683,-0.12071307165828642,0.05903414249648041,"[17, 12, 1]","[18, 17, 12, 1]","['HEPHL1', 'ATP6V1C2', 'TF']","['SCN5A', 'HEPHL1', 'ATP6V1C2', 'TF']","['HEPHL1', 'ATP6V1C2', 'TF', 'SCN5A', 'HEPHL1', 'ATP6V1C2', 'TF']"
127,1,-0.14655313147484392,-0.0883635612218241,0.05818957025301982,"[17, 13, 1]","[18, 17, 13, 1]","['HEPHL1', 'MSX1', 'TF']","['SCN5A', 'HEPHL1', 'MSX1', 'TF']","['HEPHL1', 'MSX1', 'TF', 'SCN5A', 'HEPHL1', 'MSX1', 'TF']"
128,1,-0.1575761863899178,-0.09973203167477726,0.05784415471514054,"[21, 3, 0]","[21, 18, 4, 1]","['S100A2', 'CAPS', 'LRP2']","['S100A2', 'SCN5A', 'ELAPOR1', 'TF']","['S100A2', 'CAPS', 'LRP2', 'S100A2', 'SCN5A', 'ELAPOR1', 'TF']"
129,1,-0.15434926991826445,-0.09667385804322154,0.05767541187504291,"[21, 6, 1]","[21, 18, 6, 1]","['S100A2', 'MSX2', 'TF']","['S100A2', 'SCN5A', 'MSX2', 'TF']","['S100A2', 'MSX2', 'TF', 'S100A2', 'SCN5A', 'MSX2', 'TF']"
130,1,-0.15088711500372323,-0.09869371298341603,0.0521934020203072,"[21, 12, 1]","[21, 18, 12, 1]","['S100A2', 'ATP6V1C2', 'TF']","['S100A2', 'SCN5A', 'ATP6V1C2', 'TF']","['S100A2', 'ATP6V1C2', 'TF', 'S100A2', 'SCN5A', 'ATP6V1C2', 'TF']"
131,1,-0.1425678486511445,-0.0921420308164085,0.050425817834736,"[21, 13, 1]","[21, 18, 13, 1]","['S100A2', 'MSX1', 'TF']","['S100A2', 'SCN5A', 'MSX1', 'TF']","['S100A2', 'MSX1', 'TF', 'S100A2', 'SCN5A', 'MSX1', 'TF']"
132,1,-0.09628632604530016,-0.04879433655047652,0.04749198949482364,"[22, 7, 0]","[22, 8, 7, 1]","['PKHD1L1', 'KRT17', 'LRP2']","['PKHD1L1', 'PRRG3', 'KRT17', 'TF']","['PKHD1L1', 'KRT17', 'LRP2', 'PKHD1L1', 'PRRG3', 'KRT17', 'TF']"
133,1,-0.1432025715865496,-0.09667385804322154,0.04652871354332805,"[22, 10, 0]","[22, 10, 8, 1]","['PKHD1L1', 'SPINK5', 'LRP2']","['PKHD1L1', 'SPINK5', 'PRRG3', 'TF']","['PKHD1L1', 'SPINK5', 'LRP2', 'PKHD1L1', 'SPINK5', 'PRRG3', 'TF']"
134,1,-0.14443852248579112,-0.09869371298341603,0.04574480950237508,"[22, 11, 0]","[22, 11, 8, 1]","['PKHD1L1', 'S100A8', 'LRP2']","['PKHD1L1', 'S100A8', 'PRRG3', 'TF']","['PKHD1L1', 'S100A8', 'LRP2', 'PKHD1L1', 'S100A8', 'PRRG3', 'TF']"
135,1,-0.14493169104817538,-0.09973203167477726,0.04519965937339812,"[22, 14, 0]","[22, 14, 8, 1]","['PKHD1L1', 'S100A9', 'LRP2']","['PKHD1L1', 'S100A9', 'PRRG3', 'TF']","['PKHD1L1', 'S100A9', 'LRP2', 'PKHD1L1', 'S100A9', 'PRRG3', 'TF']"
136,1,-0.1351308718031194,-0.09217579279963797,0.04295507900348142,"[22, 15, 0]","[22, 15, 8, 1]","['PKHD1L1', 'DES', 'LRP2']","['PKHD1L1', 'DES', 'PRRG3', 'TF']","['PKHD1L1', 'DES', 'LRP2', 'PKHD1L1', 'DES', 'PRRG3', 'TF']"
137,1,-0.14046674232633596,-0.09973203167477726,0.0407347106515587,"[22, 17, 0]","[22, 17, 8, 1]","['PKHD1L1', 'HEPHL1', 'LRP2']","['PKHD1L1', 'HEPHL1', 'PRRG3', 'TF']","['PKHD1L1', 'HEPHL1', 'LRP2', 'PKHD1L1', 'HEPHL1', 'PRRG3', 'TF']"
138,1,-0.09248772848703299,-0.051778766248361946,0.04070896223867104,"[22, 21, 0]","[22, 21, 8, 1]","['PKHD1L1', 'S100A2', 'LRP2']","['PKHD1L1', 'S100A2', 'PRRG3', 'TF']","['PKHD1L1', 'S100A2', 'LRP2', 'PKHD1L1', 'S100A2', 'PRRG3', 'TF']"
139,1,-0.1356892222419537,-0.09664518399662002,0.03904403824533369,"[19, 7, 0]","[22, 19, 7, 1]","['MUC6', 'KRT17', 'LRP2']","['PKHD1L1', 'MUC6', 'KRT17', 'TF']","['MUC6', 'KRT17', 'LRP2', 'PKHD1L1', 'MUC6', 'KRT17', 'TF']"
140,1,-0.13000027973213818,-0.09217579279963797,0.037824486932500206,"[19, 10, 0]","[22, 19, 10, 1]","['MUC6', 'SPINK5', 'LRP2']","['PKHD1L1', 'MUC6', 'SPINK5', 'TF']","['MUC6', 'SPINK5', 'LRP2', 'PKHD1L1', 'MUC6', 'SPINK5', 'TF']"
141,1,-0.08419769364245752,-0.04879433655047652,0.035403357091981,"[19, 11, 0]","[22, 19, 11, 1]","['MUC6', 'S100A8', 'LRP2']","['PKHD1L1', 'MUC6', 'S100A8', 'TF']","['MUC6', 'S100A8', 'LRP2', 'PKHD1L1', 'MUC6', 'S100A8', 'TF']"
142,1,-0.13606764760422263,-0.10411122676409866,0.03195642084012397,"[19, 14, 0]","[22, 19, 14, 1]","['MUC6', 'S100A9', 'LRP2']","['PKHD1L1', 'MUC6', 'S100A9', 'TF']","['MUC6', 'S100A9', 'LRP2', 'PKHD1L1', 'MUC6', 'S100A9', 'TF']"
143,1,-0.07816557007600945,-0.04879433655047652,0.029371233525532933,"[19, 15, 0]","[22, 19, 15, 1]","['MUC6', 'DES', 'LRP2']","['PKHD1L1', 'MUC6', 'DES', 'TF']","['MUC6', 'DES', 'LRP2', 'PKHD1L1', 'MUC6', 'DES', 'TF']"
144,1,-0.055385085040118714,-0.02691431548431077,0.028470769555807945,"[19, 17, 0]","[22, 19, 17, 1]","['MUC6', 'HEPHL1', 'LRP2']","['PKHD1L1', 'MUC6', 'HEPHL1', 'TF']","['MUC6', 'HEPHL1', 'LRP2', 'PKHD1L1', 'MUC6', 'HEPHL1', 'TF']"
145,1,-0.051251085152573414,-0.02691431548431077,0.024336769668262644,"[21, 19, 0]","[22, 21, 19, 1]","['S100A2', 'MUC6', 'LRP2']","['PKHD1L1', 'S100A2', 'MUC6', 'TF']","['S100A2', 'MUC6', 'LRP2', 'PKHD1L1', 'S100A2', 'MUC6', 'TF']"
146,1,-0.12156724748369052,-0.09973203167477726,0.02183521580891326,"[7, 5, 0]","[7, 5, 1, 0]","['KRT17', 'MUC5B', 'LRP2']","['KRT17', 'MUC5B', 'TF', 'LRP2']","['KRT17', 'MUC5B', 'LRP2', 'KRT17', 'MUC5B', 'TF', 'LRP2']"
147,1,-0.06948345877465988,-0.04879433655047652,0.020689122224183357,"[10, 5, 1]","[10, 5, 1, 0]","['SPINK5', 'MUC5B', 'TF']","['SPINK5', 'MUC5B', 'TF', 'LRP2']","['SPINK5', 'MUC5B', 'TF', 'SPINK5', 'MUC5B', 'TF', 'LRP2']"
148,1,-0.04705971911848137,-0.02691431548431077,0.0201454036341706,"[11, 5, 0]","[11, 5, 1, 0]","['S100A8', 'MUC5B', 'LRP2']","['S100A8', 'MUC5B', 'TF', 'LRP2']","['S100A8', 'MUC5B', 'LRP2', 'S100A8', 'MUC5B', 'TF', 'LRP2']"
149,1,-0.07077377895588777,-0.05609361228291999,0.01468016667296778,"[14, 5, 0]","[14, 5, 1, 0]","['S100A9', 'MUC5B', 'LRP2']","['S100A9', 'MUC5B', 'TF', 'LRP2']","['S100A9', 'MUC5B', 'LRP2', 'S100A9', 'MUC5B', 'TF', 'LRP2']"
150,1,-0.06296265687751812,-0.04879433655047652,0.0141683203270416,"[15, 5, 1]","[15, 5, 1, 0]","['DES', 'MUC5B', 'TF']","['DES', 'MUC5B', 'TF', 'LRP2']","['DES', 'MUC5B', 'TF', 'DES', 'MUC5B', 'TF', 'LRP2']"
151,1,-0.05786930106295497,-0.04879433655047652,0.009074964512478453,"[16, 7, 0]","[16, 7, 1, 0]","['MUC16', 'KRT17', 'LRP2']","['MUC16', 'KRT17', 'TF', 'LRP2']","['MUC16', 'KRT17', 'LRP2', 'MUC16', 'KRT17', 'TF', 'LRP2']"
152,1,-0.10825946914807234,-0.09973203167477726,0.008527437473295083,"[16, 10, 0]","[16, 10, 1, 0]","['MUC16', 'SPINK5', 'LRP2']","['MUC16', 'SPINK5', 'TF', 'LRP2']","['MUC16', 'SPINK5', 'LRP2', 'MUC16', 'SPINK5', 'TF', 'LRP2']"
153,1,-0.056096648034646854,-0.04879433655047652,0.007302311484170335,"[16, 11, 0]","[16, 11, 1, 0]","['MUC16', 'S100A8', 'LRP2']","['MUC16', 'S100A8', 'TF', 'LRP2']","['MUC16', 'S100A8', 'LRP2', 'MUC16', 'S100A8', 'TF', 'LRP2']"
154,1,-0.06291893176506888,-0.05609361228291999,0.0068253194821488936,"[16, 14, 0]","[16, 14, 1, 0]","['MUC16', 'S100A9', 'LRP2']","['MUC16', 'S100A9', 'TF', 'LRP2']","['MUC16', 'S100A9', 'LRP2', 'MUC16', 'S100A9', 'TF', 'LRP2']"
155,1,-0.03268292600955744,-0.02691431548431077,0.0057686105252466695,"[16, 15, 0]","[16, 15, 1, 0]","['MUC16', 'DES', 'LRP2']","['MUC16', 'DES', 'TF', 'LRP2']","['MUC16', 'DES', 'LRP2', 'MUC16', 'DES', 'TF', 'LRP2']"
156,1,-0.10843049535218054,-0.10411122676409866,0.004319268588081876,"[17, 5, 0]","[17, 5, 1, 0]","['HEPHL1', 'MUC5B', 'LRP2']","['HEPHL1', 'MUC5B', 'TF', 'LRP2']","['HEPHL1', 'MUC5B', 'LRP2', 'HEPHL1', 'MUC5B', 'TF', 'LRP2']"
157,1,-0.10400942521684424,-0.09973203167477726,0.004277393542066979,"[17, 16, 0]","[17, 16, 1, 0]","['HEPHL1', 'MUC16', 'LRP2']","['HEPHL1', 'MUC16', 'TF', 'LRP2']","['HEPHL1', 'MUC16', 'LRP2', 'HEPHL1', 'MUC16', 'TF', 'LRP2']"
158,1,-0.030081255290073383,-0.02691431548431077,0.0031669398057626134,"[21, 5, 0]","[21, 5, 1, 0]","['S100A2', 'MUC5B', 'LRP2']","['S100A2', 'MUC5B', 'TF', 'LRP2']","['S100A2', 'MUC5B', 'LRP2', 'S100A2', 'MUC5B', 'TF', 'LRP2']"
159,1,-0.02705949942954473,-0.02691431548431077,0.00014518394523396067,"[21, 16, 0]","[21, 16, 1, 0]","['S100A2', 'MUC16', 'LRP2']","['S100A2', 'MUC16', 'TF', 'LRP2']","['S100A2', 'MUC16', 'LRP2', 'S100A2', 'MUC16', 'TF', 'LRP2']"
160,0,-0.28302217774767596,inf,inf,[7],[],['KRT17'],[],['KRT17']
